date,open,high,low,close,volume
2025-02-16 14:20:00,0.2702,0.27021,0.26902,0.26967,6413855.0
2025-02-16 14:15:00,0.27007,0.27075,0.27005,0.2702,10222465.0
2025-02-16 14:10:00,0.26997,0.2701,0.26953,0.27007,5905436.0
2025-02-16 14:05:00,0.27014,0.27015,0.26986,0.26997,2560146.0
2025-02-16 14:00:00,0.27101,0.27102,0.26984,0.27014,16291904.0
2025-02-16 13:55:00,0.27098,0.27101,0.27073,0.27101,3154519.0
2025-02-16 13:50:00,0.27145,0.27145,0.27086,0.27098,3277185.0
2025-02-16 13:45:00,0.27167,0.27169,0.27127,0.27145,1758524.0
2025-02-16 13:40:00,0.27219,0.27219,0.27156,0.27167,1224163.0
2025-02-16 13:35:00,0.27276,0.2728,0.27197,0.27219,2419218.0
2025-02-16 13:30:00,0.27256,0.2729,0.27237,0.27276,1903463.0
2025-02-16 13:25:00,0.27238,0.27267,0.27212,0.27256,3078669.0
2025-02-16 13:20:00,0.27237,0.27254,0.27205,0.27238,2741265.0
2025-02-16 13:15:00,0.27206,0.27247,0.27166,0.27237,2810543.0
2025-02-16 13:10:00,0.27158,0.2722,0.27155,0.27206,2250316.0
2025-02-16 13:05:00,0.27172,0.27179,0.2713,0.27158,2987212.0
2025-02-16 13:00:00,0.27204,0.27204,0.27146,0.27172,1960084.0
2025-02-16 12:55:00,0.27208,0.27214,0.27175,0.27204,2682481.0
2025-02-16 12:50:00,0.2726,0.27268,0.27197,0.27208,5549262.0
2025-02-16 12:45:00,0.27186,0.27322,0.27174,0.2726,7225178.0
2025-02-16 12:40:00,0.27099,0.27192,0.27099,0.27186,7272458.0
2025-02-16 12:35:00,0.27056,0.27106,0.27053,0.27099,1686213.0
2025-02-16 12:30:00,0.27091,0.27111,0.27039,0.27056,725710.0
2025-02-16 12:25:00,0.27037,0.27105,0.27027,0.27091,1534332.0
2025-02-16 12:20:00,0.27002,0.27041,0.26993,0.27037,1424961.0
2025-02-16 12:15:00,0.27042,0.27058,0.26993,0.27002,1182873.0
2025-02-16 12:10:00,0.27015,0.27042,0.27003,0.27042,1080090.0
2025-02-16 12:05:00,0.27058,0.27059,0.27015,0.27015,1407497.0
2025-02-16 12:00:00,0.27123,0.27127,0.27052,0.27058,1186228.0
2025-02-16 11:55:00,0.27105,0.27124,0.27093,0.27123,925469.0
2025-02-16 11:50:00,0.27067,0.27105,0.27067,0.27105,688816.0
2025-02-16 11:45:00,0.2707,0.27089,0.27048,0.27067,1053210.0
2025-02-16 11:40:00,0.2709,0.27112,0.27061,0.2707,1170482.0
2025-02-16 11:35:00,0.2706,0.27091,0.27049,0.2709,2697186.0
2025-02-16 11:30:00,0.27047,0.27064,0.26999,0.2706,1030476.0
2025-02-16 11:25:00,0.27051,0.27064,0.27032,0.27047,1918335.0
2025-02-16 11:20:00,0.27054,0.27066,0.27026,0.27051,1442253.0
2025-02-16 11:15:00,0.27114,0.27144,0.27041,0.27054,2528091.0
2025-02-16 11:10:00,0.27161,0.2717,0.27109,0.27114,1670905.0
2025-02-16 11:05:00,0.27185,0.27194,0.27138,0.27161,1786923.0
2025-02-16 11:00:00,0.27097,0.27191,0.27064,0.27185,2137867.0
2025-02-16 10:55:00,0.27061,0.2712,0.27061,0.27097,1366714.0
2025-02-16 10:50:00,0.27048,0.27088,0.27034,0.27061,2432494.0
2025-02-16 10:45:00,0.27002,0.27059,0.27002,0.27048,3145069.0
2025-02-16 10:40:00,0.26947,0.27023,0.26947,0.27002,2902360.0
2025-02-16 10:35:00,0.26931,0.26951,0.26882,0.26947,2664793.0
2025-02-16 10:30:00,0.26936,0.26949,0.26901,0.26931,2034640.0
2025-02-16 10:25:00,0.26947,0.26966,0.26915,0.26936,2090901.0
2025-02-16 10:20:00,0.26957,0.26985,0.26906,0.26947,4451097.0
2025-02-16 10:15:00,0.27019,0.27019,0.2694,0.26957,2304853.0
2025-02-16 10:10:00,0.27018,0.27035,0.26981,0.27019,1919540.0
2025-02-16 10:05:00,0.27021,0.27054,0.27003,0.27018,1315194.0
2025-02-16 10:00:00,0.27042,0.2706,0.2697,0.27021,3549167.0
2025-02-16 09:55:00,0.27019,0.27059,0.27015,0.27042,4809403.0
2025-02-16 09:50:00,0.27043,0.27054,0.27007,0.27019,4373076.0
2025-02-16 09:45:00,0.27145,0.27152,0.27042,0.27043,3016964.0
2025-02-16 09:40:00,0.27165,0.27167,0.27116,0.27145,1747525.0
2025-02-16 09:35:00,0.27146,0.2721,0.27144,0.27165,3742072.0
2025-02-16 09:30:00,0.27162,0.27197,0.27145,0.27146,4019622.0
2025-02-16 09:25:00,0.2716,0.27176,0.27143,0.27162,3044232.0
2025-02-16 09:20:00,0.2712,0.27167,0.27077,0.2716,1657814.0
2025-02-16 09:15:00,0.27065,0.27148,0.27023,0.2712,4887081.0
2025-02-16 09:10:00,0.27164,0.27181,0.27043,0.27065,8458970.0
2025-02-16 09:05:00,0.27243,0.27243,0.27143,0.27164,2715712.0
2025-02-16 09:00:00,0.27268,0.27307,0.27235,0.27243,1662971.0
2025-02-16 08:55:00,0.27256,0.27291,0.27237,0.27268,755267.0
2025-02-16 08:50:00,0.2721,0.27289,0.2721,0.27256,2796614.0
2025-02-16 08:45:00,0.27218,0.27222,0.27187,0.2721,861752.0
2025-02-16 08:40:00,0.27191,0.2722,0.27164,0.27218,744458.0
2025-02-16 08:35:00,0.27159,0.27192,0.27142,0.27191,998149.0
2025-02-16 08:30:00,0.27229,0.27241,0.27128,0.27159,2988899.0
2025-02-16 08:25:00,0.27202,0.27229,0.27173,0.27229,1180549.0
2025-02-16 08:20:00,0.27151,0.27227,0.2714,0.27202,8152860.0
2025-02-16 08:15:00,0.27202,0.27205,0.27123,0.27151,7832995.0
2025-02-16 08:10:00,0.27213,0.27231,0.27182,0.27202,4012094.0
2025-02-16 08:05:00,0.27288,0.27295,0.27212,0.27213,1435422.0
2025-02-16 08:00:00,0.27268,0.27292,0.27218,0.27288,3610270.0
2025-02-16 07:55:00,0.27286,0.27296,0.27257,0.27268,1076689.0
2025-02-16 07:50:00,0.27256,0.27316,0.27251,0.27286,1240577.0
2025-02-16 07:45:00,0.27312,0.2732,0.27245,0.27256,1749617.0
2025-02-16 07:40:00,0.27345,0.27345,0.27304,0.27312,2939539.0
2025-02-16 07:35:00,0.27276,0.27402,0.2727,0.27345,15976265.0
2025-02-16 07:30:00,0.27214,0.27309,0.27184,0.27276,3991718.0
2025-02-16 07:25:00,0.27228,0.2723,0.27204,0.27214,1426693.0
2025-02-16 07:20:00,0.27239,0.27245,0.27206,0.27228,948987.0
2025-02-16 07:15:00,0.27174,0.27277,0.27166,0.27239,3300570.0
2025-02-16 07:10:00,0.27102,0.2718,0.27102,0.27174,692452.0
2025-02-16 07:05:00,0.27164,0.27167,0.27101,0.27102,3440812.0
2025-02-16 07:00:00,0.2716,0.27172,0.27102,0.27164,2961555.0
2025-02-16 06:55:00,0.27148,0.27165,0.27131,0.2716,1418460.0
2025-02-16 06:50:00,0.27148,0.27148,0.27111,0.27148,1149743.0
2025-02-16 06:45:00,0.27165,0.27165,0.27114,0.27148,1890987.0
2025-02-16 06:40:00,0.27204,0.27205,0.27152,0.27165,8449094.0
2025-02-16 06:35:00,0.27221,0.27239,0.27189,0.27204,3168150.0
2025-02-16 06:30:00,0.27206,0.27245,0.27204,0.27221,1894232.0
2025-02-16 06:25:00,0.27208,0.27225,0.27201,0.27206,1344058.0
2025-02-16 06:20:00,0.27161,0.27236,0.27153,0.27208,1825733.0
2025-02-16 06:15:00,0.27125,0.27183,0.27124,0.27161,2532168.0
2025-02-16 06:10:00,0.27118,0.27141,0.27097,0.27125,2024976.0
2025-02-16 06:05:00,0.27086,0.27135,0.27079,0.27118,1169730.0
2025-02-16 06:00:00,0.27102,0.27152,0.27069,0.27086,1828247.0
2025-02-16 05:55:00,0.27065,0.27144,0.27056,0.27102,1587406.0
2025-02-16 05:50:00,0.27052,0.27099,0.27052,0.27065,2528311.0
2025-02-16 05:45:00,0.26926,0.27069,0.26925,0.27052,5049219.0
2025-02-16 05:40:00,0.27002,0.27017,0.26915,0.26926,3633887.0
2025-02-16 05:35:00,0.27039,0.27045,0.26983,0.27002,1694837.0
2025-02-16 05:30:00,0.2697,0.27044,0.26929,0.27039,5411991.0
2025-02-16 05:25:00,0.27114,0.27114,0.2697,0.2697,5044702.0
2025-02-16 05:20:00,0.27154,0.27154,0.27098,0.27114,3894056.0
2025-02-16 05:15:00,0.27227,0.27227,0.27132,0.27154,1705784.0
2025-02-16 05:10:00,0.27215,0.27227,0.27195,0.27227,2895625.0
2025-02-16 05:05:00,0.27202,0.27219,0.2718,0.27215,1426901.0
2025-02-16 05:00:00,0.27167,0.2721,0.2713,0.27202,1271516.0
2025-02-16 04:55:00,0.27185,0.27185,0.27147,0.27167,1385707.0
2025-02-16 04:50:00,0.27167,0.27199,0.2716,0.27185,4155462.0
2025-02-16 04:45:00,0.2714,0.27185,0.27139,0.27167,1755475.0
2025-02-16 04:40:00,0.27086,0.27172,0.27085,0.2714,3346635.0
2025-02-16 04:35:00,0.271,0.27102,0.27053,0.27086,1158132.0
2025-02-16 04:30:00,0.27095,0.27106,0.27057,0.271,939002.0
2025-02-16 04:25:00,0.27108,0.27124,0.27073,0.27095,1374003.0
2025-02-16 04:20:00,0.27054,0.27121,0.27024,0.27108,3366176.0
2025-02-16 04:15:00,0.27075,0.27082,0.27025,0.27054,1105743.0
2025-02-16 04:10:00,0.27066,0.27095,0.27034,0.27075,2892483.0
2025-02-16 04:05:00,0.27042,0.27105,0.27034,0.27066,8463284.0
2025-02-16 04:00:00,0.27005,0.27072,0.26983,0.27042,11182882.0
2025-02-16 03:55:00,0.26915,0.2701,0.26912,0.27005,11573271.0
2025-02-16 03:50:00,0.26887,0.26938,0.26855,0.26915,2974315.0
2025-02-16 03:45:00,0.2688,0.26922,0.26808,0.26887,4305851.0
2025-02-16 03:40:00,0.26947,0.26947,0.26837,0.2688,14544270.0
2025-02-16 03:35:00,0.26973,0.26994,0.26942,0.26947,3762366.0
2025-02-16 03:30:00,0.26975,0.26983,0.2691,0.26973,2581277.0
2025-02-16 03:25:00,0.26951,0.26994,0.26889,0.26975,9900331.0
2025-02-16 03:20:00,0.27038,0.27066,0.26913,0.26951,11609603.0
2025-02-16 03:15:00,0.27109,0.27109,0.27008,0.27038,6905669.0
2025-02-16 03:10:00,0.27081,0.27141,0.27081,0.27109,1690231.0
2025-02-16 03:05:00,0.27111,0.2715,0.27063,0.27081,3248012.0
2025-02-16 03:00:00,0.27073,0.27135,0.27039,0.27111,3093897.0
2025-02-16 02:55:00,0.27064,0.27076,0.27022,0.27073,5262792.0
2025-02-16 02:50:00,0.27118,0.27128,0.2706,0.27064,5970723.0
2025-02-16 02:45:00,0.27126,0.27138,0.27047,0.27118,4128844.0
2025-02-16 02:40:00,0.27276,0.27281,0.27003,0.27126,29741803.0
2025-02-16 02:35:00,0.27399,0.27417,0.27268,0.27276,7607503.0
2025-02-16 02:30:00,0.27429,0.27434,0.27378,0.27399,1119050.0
2025-02-16 02:25:00,0.2744,0.27446,0.27397,0.27429,499195.0
2025-02-16 02:20:00,0.27448,0.27462,0.27423,0.2744,956779.0
2025-02-16 02:15:00,0.27429,0.27451,0.2739,0.27448,1569777.0
2025-02-16 02:10:00,0.27476,0.27498,0.27423,0.27429,1511035.0
2025-02-16 02:05:00,0.27477,0.27516,0.27468,0.27476,1960911.0
2025-02-16 02:00:00,0.27477,0.27493,0.27396,0.27477,2743197.0
2025-02-16 01:55:00,0.27473,0.27481,0.27446,0.27477,1710834.0
2025-02-16 01:50:00,0.27466,0.2749,0.2744,0.27473,2216651.0
2025-02-16 01:45:00,0.27392,0.2749,0.27373,0.27466,3331631.0
2025-02-16 01:40:00,0.27385,0.27405,0.27355,0.27392,1675546.0
2025-02-16 01:35:00,0.27429,0.27432,0.27358,0.27385,2012044.0
2025-02-16 01:30:00,0.27319,0.27448,0.27311,0.27429,4327092.0
2025-02-16 01:25:00,0.27302,0.27345,0.27275,0.27319,1787672.0
2025-02-16 01:20:00,0.27248,0.27314,0.27237,0.27302,2000821.0
2025-02-16 01:15:00,0.27302,0.27312,0.27208,0.27248,7995561.0
2025-02-16 01:10:00,0.27286,0.27306,0.2726,0.27302,1158610.0
2025-02-16 01:05:00,0.27239,0.27332,0.27239,0.27286,5760132.0
2025-02-16 01:00:00,0.27204,0.27247,0.27153,0.27239,2839426.0
2025-02-16 00:55:00,0.27149,0.27208,0.27122,0.27204,1162742.0
2025-02-16 00:50:00,0.27194,0.27223,0.27108,0.27149,1374548.0
2025-02-16 00:45:00,0.27127,0.27209,0.27103,0.27194,1242632.0
2025-02-16 00:40:00,0.27096,0.27168,0.27085,0.27127,3027209.0
2025-02-16 00:35:00,0.27206,0.27206,0.27053,0.27096,8011205.0
2025-02-16 00:30:00,0.27194,0.27228,0.27124,0.27206,3454213.0
2025-02-16 00:25:00,0.27157,0.27198,0.27137,0.27194,2082066.0
2025-02-16 00:20:00,0.27173,0.27188,0.27072,0.27157,17035758.0
2025-02-16 00:15:00,0.27334,0.27349,0.27148,0.27173,5757378.0
2025-02-16 00:10:00,0.27316,0.27356,0.27301,0.27334,988538.0
2025-02-16 00:05:00,0.27367,0.27383,0.27266,0.27316,2340616.0
2025-02-16 00:00:00,0.27277,0.27368,0.27193,0.27367,4948227.0
2025-02-15 23:55:00,0.27254,0.27291,0.27223,0.27277,3211434.0
2025-02-15 23:50:00,0.2734,0.2734,0.27226,0.27254,4883554.0
2025-02-15 23:45:00,0.2724,0.27345,0.27201,0.2734,5964773.0
2025-02-15 23:40:00,0.27375,0.2741,0.27181,0.2724,6374147.0
2025-02-15 23:35:00,0.2735,0.27387,0.2731,0.27375,1724204.0
2025-02-15 23:30:00,0.275,0.27503,0.27306,0.2735,5603445.0
2025-02-15 23:25:00,0.27491,0.27506,0.2742,0.275,3420286.0
2025-02-15 23:20:00,0.27472,0.27532,0.27453,0.27491,1687490.0
2025-02-15 23:15:00,0.27401,0.27552,0.27401,0.27472,4576416.0
2025-02-15 23:10:00,0.27433,0.27434,0.2732,0.27401,9198663.0
2025-02-15 23:05:00,0.27573,0.27608,0.27417,0.27433,5207124.0
2025-02-15 23:00:00,0.27514,0.27595,0.27433,0.27573,6083649.0
2025-02-15 22:55:00,0.27486,0.2755,0.27467,0.27514,2150450.0
2025-02-15 22:50:00,0.27587,0.27599,0.2745,0.27486,7125299.0
2025-02-15 22:45:00,0.27703,0.27715,0.27525,0.27587,3974846.0
2025-02-15 22:40:00,0.2765,0.27704,0.27604,0.27703,2511640.0
2025-02-15 22:35:00,0.27591,0.27753,0.27591,0.2765,7597100.0
2025-02-15 22:30:00,0.27613,0.27618,0.27519,0.27591,4364755.0
2025-02-15 22:25:00,0.27593,0.27653,0.27574,0.27613,2333434.0
2025-02-15 22:20:00,0.27626,0.27689,0.27552,0.27593,5501991.0
2025-02-15 22:15:00,0.2758,0.27626,0.27508,0.27626,2535609.0
2025-02-15 22:10:00,0.27567,0.27587,0.27498,0.2758,3230657.0
2025-02-15 22:05:00,0.27569,0.27595,0.27497,0.27567,4696286.0
2025-02-15 22:00:00,0.27386,0.27621,0.27362,0.27569,32541175.0
2025-02-15 21:55:00,0.27355,0.27439,0.27342,0.27386,4789789.0
2025-02-15 21:50:00,0.27411,0.27424,0.27296,0.27355,17083287.0
2025-02-15 21:45:00,0.27218,0.27448,0.27217,0.27411,15268048.0
2025-02-15 21:40:00,0.2724,0.27264,0.27131,0.27218,10260210.0
2025-02-15 21:35:00,0.2741,0.2741,0.27125,0.2724,36469691.0
2025-02-15 21:30:00,0.2744,0.27454,0.27354,0.2741,7323629.0
2025-02-15 21:25:00,0.27379,0.27446,0.27299,0.2744,19595692.0
2025-02-15 21:20:00,0.27485,0.27514,0.2734,0.27379,19497057.0
2025-02-15 21:15:00,0.27644,0.27673,0.27464,0.27485,18139185.0
2025-02-15 21:10:00,0.27713,0.27727,0.27597,0.27644,6561602.0
2025-02-15 21:05:00,0.27675,0.27735,0.27585,0.27713,10447416.0
2025-02-15 21:00:00,0.27826,0.27844,0.27638,0.27675,9859217.0
2025-02-15 20:55:00,0.27844,0.27898,0.27797,0.27826,16861710.0
2025-02-15 20:50:00,0.27971,0.27991,0.278,0.27844,22124286.0
2025-02-15 20:45:00,0.27922,0.27977,0.27844,0.27971,5536155.0
2025-02-15 20:40:00,0.27946,0.27982,0.27885,0.27922,4198049.0
2025-02-15 20:35:00,0.27904,0.27967,0.27888,0.27946,4700394.0
2025-02-15 20:30:00,0.27855,0.27926,0.27796,0.27904,3067956.0
2025-02-15 20:25:00,0.27866,0.27891,0.27838,0.27855,1762384.0
2025-02-15 20:20:00,0.27844,0.27903,0.27825,0.27866,1949568.0
2025-02-15 20:15:00,0.27764,0.27849,0.27712,0.27844,3573722.0
2025-02-15 20:10:00,0.27821,0.27843,0.27736,0.27764,2542710.0
2025-02-15 20:05:00,0.27877,0.27895,0.27818,0.27821,3070189.0
2025-02-15 20:00:00,0.27841,0.27925,0.27813,0.27877,3646236.0
2025-02-15 19:55:00,0.27969,0.2797,0.27834,0.27841,4586437.0
2025-02-15 19:50:00,0.27793,0.2798,0.27766,0.27969,13181702.0
2025-02-15 19:45:00,0.27782,0.27805,0.27716,0.27793,3106986.0
2025-02-15 19:40:00,0.27837,0.27848,0.27765,0.27782,3111655.0
2025-02-15 19:35:00,0.27774,0.27851,0.27706,0.27837,7227361.0
2025-02-15 19:30:00,0.27758,0.27775,0.27682,0.27774,1953575.0
2025-02-15 19:25:00,0.27698,0.27761,0.2767,0.27758,2702038.0
2025-02-15 19:20:00,0.27664,0.2773,0.27664,0.27698,5643625.0
2025-02-15 19:15:00,0.27671,0.27688,0.27582,0.27664,5227843.0
2025-02-15 19:10:00,0.27745,0.27754,0.27654,0.27671,2839219.0
2025-02-15 19:05:00,0.27715,0.27788,0.27704,0.27745,4451103.0
2025-02-15 19:00:00,0.27729,0.27773,0.27615,0.27715,4922363.0
2025-02-15 18:55:00,0.27808,0.2781,0.27718,0.27729,2033458.0
2025-02-15 18:50:00,0.27701,0.27814,0.27679,0.27808,3863003.0
2025-02-15 18:45:00,0.27717,0.27764,0.27603,0.27701,6058714.0
2025-02-15 18:40:00,0.27683,0.2775,0.27672,0.27717,5296328.0
2025-02-15 18:35:00,0.2778,0.27811,0.27525,0.27683,38893611.0
2025-02-15 18:30:00,0.2779,0.2779,0.27715,0.2778,4630530.0
2025-02-15 18:25:00,0.27703,0.2781,0.27686,0.2779,6783179.0
2025-02-15 18:20:00,0.27813,0.27815,0.27608,0.27703,43923109.0
2025-02-15 18:15:00,0.2795,0.27951,0.27793,0.27813,5645413.0
2025-02-15 18:10:00,0.28037,0.2808,0.2795,0.2795,5042503.0
2025-02-15 18:05:00,0.27981,0.28072,0.2797,0.28037,8581503.0
2025-02-15 18:00:00,0.27942,0.2799,0.27878,0.27981,2074206.0
2025-02-15 17:55:00,0.27942,0.27973,0.27922,0.27942,1645107.0
2025-02-15 17:50:00,0.2793,0.27969,0.27913,0.27942,4594153.0
2025-02-15 17:45:00,0.27864,0.27946,0.27843,0.2793,2373443.0
2025-02-15 17:40:00,0.2781,0.27917,0.27806,0.27864,2337249.0
2025-02-15 17:35:00,0.27859,0.2791,0.27788,0.2781,1627434.0
2025-02-15 17:30:00,0.27899,0.2792,0.27816,0.27859,2318439.0
2025-02-15 17:25:00,0.27945,0.27946,0.27824,0.27899,3255264.0
2025-02-15 17:20:00,0.27828,0.27959,0.27814,0.27945,3749128.0
2025-02-15 17:15:00,0.27846,0.27846,0.27761,0.27828,1831025.0
2025-02-15 17:10:00,0.27905,0.27913,0.27799,0.27846,2980903.0
2025-02-15 17:05:00,0.27712,0.27913,0.27712,0.27905,7625492.0
2025-02-15 17:00:00,0.27839,0.27896,0.27699,0.27712,5061300.0
2025-02-15 16:55:00,0.27792,0.27849,0.27783,0.27839,2574441.0
2025-02-15 16:50:00,0.27834,0.2786,0.27784,0.27792,2675394.0
2025-02-15 16:45:00,0.27868,0.27909,0.27831,0.27834,1980741.0
2025-02-15 16:40:00,0.27873,0.27878,0.27812,0.27868,2995827.0
2025-02-15 16:35:00,0.27795,0.27913,0.27789,0.27873,8217234.0
2025-02-15 16:30:00,0.27754,0.27798,0.27632,0.27795,13881061.0
2025-02-15 16:25:00,0.27778,0.27788,0.27678,0.27754,4894810.0
2025-02-15 16:20:00,0.27782,0.27796,0.27754,0.27778,1529895.0
2025-02-15 16:15:00,0.27816,0.27898,0.27771,0.27782,3831056.0
2025-02-15 16:10:00,0.27837,0.27851,0.27767,0.27816,3474991.0
2025-02-15 16:05:00,0.27841,0.2789,0.27823,0.27837,4172488.0
2025-02-15 16:00:00,0.27756,0.27859,0.27746,0.27841,3146824.0
2025-02-15 15:55:00,0.27746,0.27791,0.27736,0.27756,1390163.0
2025-02-15 15:50:00,0.27712,0.27768,0.27696,0.27746,1812988.0
2025-02-15 15:45:00,0.27782,0.27793,0.27704,0.27712,2217218.0
2025-02-15 15:40:00,0.27757,0.27819,0.27728,0.27782,1994771.0
2025-02-15 15:35:00,0.27791,0.27794,0.2775,0.27757,1759699.0
2025-02-15 15:30:00,0.27729,0.27849,0.27729,0.27791,4209939.0
2025-02-15 15:25:00,0.27756,0.27776,0.27718,0.27729,3799031.0
2025-02-15 15:20:00,0.277,0.27767,0.27652,0.27756,4360599.0
2025-02-15 15:15:00,0.27608,0.27726,0.27596,0.277,7136732.0
2025-02-15 15:10:00,0.27567,0.27618,0.27528,0.27608,1821974.0
2025-02-15 15:05:00,0.27612,0.27624,0.27542,0.27567,2216367.0
2025-02-15 15:00:00,0.27514,0.27626,0.27513,0.27612,2660135.0
2025-02-15 14:55:00,0.2753,0.27555,0.27479,0.27514,3309296.0
2025-02-15 14:50:00,0.27641,0.27641,0.27523,0.2753,7047024.0
2025-02-15 14:45:00,0.27626,0.27649,0.27559,0.27641,2257449.0
2025-02-15 14:40:00,0.27587,0.27653,0.27569,0.27626,4983574.0
2025-02-15 14:35:00,0.27478,0.27587,0.27463,0.27587,4984785.0
2025-02-15 14:30:00,0.27505,0.2751,0.27449,0.27478,2796209.0
2025-02-15 14:25:00,0.27439,0.27509,0.27436,0.27505,3751153.0
2025-02-15 14:20:00,0.27416,0.27445,0.27362,0.27439,24274089.0
2025-02-15 14:15:00,0.27522,0.27526,0.27381,0.27416,5793044.0
2025-02-15 14:10:00,0.27561,0.27574,0.27421,0.27522,26411446.0
2025-02-15 14:05:00,0.27633,0.27655,0.27555,0.27561,5317557.0
2025-02-15 14:00:00,0.27639,0.27658,0.27604,0.27633,2598798.0
2025-02-15 13:55:00,0.27616,0.27662,0.2759,0.27639,6224413.0
2025-02-15 13:50:00,0.27647,0.27681,0.27607,0.27616,3747703.0
2025-02-15 13:45:00,0.27704,0.2771,0.27616,0.27647,3210994.0
2025-02-15 13:40:00,0.27756,0.27806,0.27701,0.27704,1124289.0
2025-02-15 13:35:00,0.27724,0.27756,0.27663,0.27756,3828369.0
2025-02-15 13:30:00,0.27797,0.27803,0.27711,0.27724,2486618.0
2025-02-15 13:25:00,0.27849,0.27852,0.27792,0.27797,1543920.0
2025-02-15 13:20:00,0.27776,0.2785,0.27759,0.27849,2858348.0
2025-02-15 13:15:00,0.27654,0.27789,0.27634,0.27776,4310041.0
2025-02-15 13:10:00,0.27682,0.27723,0.2764,0.27654,6017976.0
2025-02-15 13:05:00,0.27784,0.27834,0.27674,0.27682,11039469.0
2025-02-15 13:00:00,0.27885,0.2789,0.27707,0.27784,11890854.0
2025-02-15 12:55:00,0.27862,0.27892,0.27821,0.27885,1233942.0
2025-02-15 12:50:00,0.27792,0.27862,0.27768,0.27862,1577612.0
2025-02-15 12:45:00,0.27883,0.27942,0.2777,0.27792,4265180.0
2025-02-15 12:40:00,0.27902,0.27924,0.27855,0.27883,2451884.0
2025-02-15 12:35:00,0.27977,0.27978,0.27894,0.27902,1670850.0
2025-02-15 12:30:00,0.27904,0.27993,0.27895,0.27977,3289071.0
2025-02-15 12:25:00,0.27932,0.27956,0.27871,0.27904,2744037.0
2025-02-15 12:20:00,0.27914,0.27948,0.27843,0.27932,2182282.0
2025-02-15 12:15:00,0.27829,0.27963,0.27773,0.27914,3367646.0
2025-02-15 12:10:00,0.27867,0.27923,0.27821,0.27829,4234461.0
2025-02-15 12:05:00,0.27831,0.27882,0.27813,0.27867,2038407.0
2025-02-15 12:00:00,0.27805,0.27833,0.27762,0.27831,4398577.0
2025-02-15 11:55:00,0.27833,0.27855,0.27795,0.27805,2562723.0
2025-02-15 11:50:00,0.27856,0.27894,0.27775,0.27833,7807668.0
2025-02-15 11:45:00,0.27907,0.27979,0.2782,0.27856,3858596.0
2025-02-15 11:40:00,0.279,0.27927,0.27884,0.27907,2162870.0
2025-02-15 11:35:00,0.27962,0.27963,0.27878,0.279,2899713.0
2025-02-15 11:30:00,0.27975,0.28092,0.27952,0.27962,11813447.0
2025-02-15 11:25:00,0.27991,0.28022,0.27952,0.27975,2394380.0
2025-02-15 11:20:00,0.28004,0.28012,0.27945,0.27991,1891804.0
2025-02-15 11:15:00,0.27976,0.28007,0.27927,0.28004,2124455.0
2025-02-15 11:10:00,0.27979,0.28006,0.27934,0.27976,3083840.0
2025-02-15 11:05:00,0.27903,0.27988,0.27886,0.27979,7358722.0
2025-02-15 11:00:00,0.2786,0.27938,0.2784,0.27903,3139402.0
